Order_ID,Customer_ID,Customer_Type,Product,Category,Quantity,Discount,Total_Price,Region,Order_Date,Cluster,PCA1,PCA2
1152,1489,1,9,3,1.0,0.0,1.4100000000000001,2,513,0,0.30381927708071954,-0.41627960523471325
1152,1489,1,11,2,1.0,0.0,0.46999999999999886,2,513,0,0.855998973345091,0.13590009102965853
1196,235,1,27,1,13.0,0.0,5.98,7,853,1,-1.8513912755018322,0.4123017530316639
1207,1112,1,25,2,14.0,0.0,30.94,13,534,0,0.32699731961854533,-0.7246339972356572
1207,1112,1,0,3,14.0,0.0,19.74,13,534,0,-0.13873574996169208,-0.527302197738355
1218,1440,1,15,1,1.0,0.0,0.9100000000000001,0,647,0,1.0189693440511118,-0.03266197280309011
1218,1440,1,27,1,12.0,0.0,11.88,0,647,2,0.8306117374946684,0.7735777242567762
1218,1440,1,36,2,2.0,0.0,1.120000000000001,0,647,0,1.328946276113885,-0.7172823443566266
1218,1440,1,29,1,10.0,0.0,15.8,0,647,2,2.483630906783178,0.43740228631266675
1263,211,1,38,2,5.0,0.0,10.9,2,116,0,-0.20642272073319318,-0.9265216030486263
1263,211,1,43,3,3.0,0.0,1.6799999999999997,2,116,0,0.2746875049455458,-1.108476246447427
1263,211,1,29,1,9.0,0.0,10.8,2,116,0,0.7105026436600941,0.32193619588343164
1263,211,1,11,2,7.0,0.0,13.44,2,116,2,2.338359193878329,-0.039401861130952495
1274,355,1,36,2,2.0,0.0,3.5,13,487,1,-0.4674723379370983,-0.19297391663622138
1274,355,1,0,3,9.0,0.0,17.91,13,487,1,-1.303068423912286,-0.033972698995099464
1285,789,1,23,2,4.0,0.0,20.12,10,298,1,-2.0261316857120764,0.2375613428214197
1307,34,1,17,0,10.0,0.0,36.7,3,821,2,1.1189208586913715,0.06728954183716951
1307,34,1,29,1,9.0,0.0,30.87,3,821,2,2.8206427260586024,0.44288167104932147
1307,34,1,43,3,9.0,0.0,8.91,3,821,0,0.04251993179626791,-1.0091113850579347
1307,34,1,30,2,2.0,0.0,3.879999999999999,3,821,1,-1.9045123602057465,0.35918066832774964
1307,34,1,5,2,8.0,0.0,10.08,3,821,1,-1.5870714668738697,0.34508912712085676
1329,911,1,37,3,7.0,0.0,9.94,4,618,1,-1.2344578747197967,-0.2968945843413802
1329,911,1,42,3,14.0,0.0,13.44,4,618,0,0.9036406733123508,-0.14799064354185149
1329,911,1,9,3,8.0,0.0,9.52,4,618,0,-0.17589302531633746,-0.23292703855423041
1329,911,1,34,3,3.0,0.0,1.7400000000000002,4,618,1,-2.005162836486847,0.25853019204664907
1340,482,1,15,1,9.0,0.0,11.79,15,756,1,-1.6429883981411477,0.2891721958535787
1340,482,1,21,1,4.0,0.0,6.52,15,756,2,1.7366906408047211,1.0165917584892894
1352,24,1,13,1,14.0,0.0,34.3,15,111,1,-0.5731278540941593,0.03290300174548746
1352,24,1,27,1,7.0,0.0,9.66,15,111,1,-1.4934106070011788,0.43874998699354767
1352,24,1,42,3,10.0,0.0,40.7,15,111,0,0.2701568099302791,-0.11840963784638361
1352,24,1,40,1,9.0,0.0,28.08,15,111,1,-0.276880426767659,0.660682863610758
1363,1191,1,43,3,2.0,0.0,6.86,4,25,1,-1.0050861481338829,-0.39905529229423625
1363,1191,1,3,0,11.0,0.0,16.06,4,25,0,0.8702028229420578,-0.5129609284509147
1363,1191,1,25,2,4.0,0.0,12.44,4,25,1,-2.003764913205165,0.259928115328331
1363,1191,1,46,0,15.0,0.0,27.9,4,25,1,-1.2862933445321025,-0.017197619614916004
1363,1191,1,9,3,8.0,0.0,14.0,4,25,0,1.0380659251339655,-0.6766302607977767
1374,633,1,1,0,7.0,0.0,3.2200000000000006,1,50,1,-0.7828163463464521,-0.1767854905068055
1374,633,1,15,1,7.0,0.0,8.329999999999998,1,50,1,-1.0821965454065374,0.18689917951064924
1396,1122,1,11,2,9.0,0.0,9.09,12,598,1,-1.606642392817417,0.32551820117730945
1396,1122,1,8,0,14.0,0.0,14.56,12,598,2,2.0824269249404574,0.036198304469946097
1418,1021,1,43,3,12.0,0.0,13.92,1,645,0,0.2495248858752706,-1.1336388655177023
1418,1021,1,37,3,4.0,0.0,6.84,1,645,1,-1.4344732123903896,-0.16537748747320302
1418,1021,1,7,1,8.0,0.0,19.6,1,645,1,-0.5453940052406675,0.7237017196765195
1429,472,1,5,2,5.0,0.0,7.3,8,425,2,1.910370052903504,0.19567386697176226
1429,472,1,15,1,4.0,0.0,3.4399999999999995,8,425,0,0.6812585631348469,-0.03884031918058571
1429,472,1,28,2,3.0,0.0,8.79,8,425,1,-1.3849592442807537,0.21566891517520265
1429,472,1,30,2,9.0,0.0,20.79,8,425,2,1.6670190935007707,0.2838553421077987
1440,140,1,15,1,12.0,0.0,7.08,11,218,1,-1.0821965454065374,0.18689917951064924
1440,140,1,25,2,14.0,0.0,32.9,11,218,1,-1.3114559636023777,-0.04236023868519111
1440,140,1,0,3,5.0,0.0,5.5,11,218,1,-0.849916663867186,-0.2438858080275393
1451,1210,1,38,2,4.0,0.0,3.960000000000001,0,248,0,0.19919964773472035,-1.1839641036582524
1451,1210,1,21,1,2.0,0.0,6.04,0,248,0,0.4523611814096267,0.7268596027105042
1474,1004,1,10,2,2.0,0.0,1.92,14,572,0,0.7863274260411405,-0.596836325351832
1474,1004,1,21,1,8.0,0.0,7.92,14,572,2,2.530935681580217,1.147771930187246
1485,181,1,7,1,9.0,0.0,29.79,4,74,1,-0.19649983807094654,0.7410634523074705
1485,181,1,23,2,4.0,0.0,6.76,4,74,0,0.04251993179626791,-1.0091113850579347
1485,181,1,36,2,2.0,0.0,3.9800000000000004,4,74,0,-0.23740164971034342,-0.2944356629482364
1485,181,1,29,1,4.0,0.0,9.8,4,74,2,2.6738607814819972,0.2960997264727163
1485,181,1,34,3,14.0,0.0,14.7,4,74,0,-0.427519216019089,-0.48455322925698213
1496,0,1,20,0,11.0,0.0,10.56,11,61,0,0.3039315854707931,-0.7476997313834095
1496,0,1,21,1,6.0,0.0,19.26,11,61,1,-0.3153233170139126,0.6222399733645044
1518,353,1,29,1,3.0,0.0,3.2100000000000026,0,393,2,1.4187754026121504,0.36714408575794855
1551,1296,1,17,0,7.0,0.0,16.66,6,257,2,1.3315175058971018,-0.05164624549587019
1562,159,1,36,2,9.0,0.0,12.78,4,463,0,0.7947149657312322,-0.5884487856617402
1562,159,1,6,2,10.0,0.0,22.8,4,463,1,-0.49682872685241924,-0.2223303055515424
1574,1176,1,29,1,8.0,0.0,7.68,7,372,2,1.7508944904016877,0.3677307390087159
1574,1176,1,21,1,6.0,0.0,18.12,7,372,2,1.6667944767206235,0.9466955944051918
1574,1176,1,32,2,11.0,0.0,24.090000000000003,7,372,1,-0.28795150463104097,0.318079351208606
1607,718,1,5,2,9.0,0.0,28.08,9,619,1,-1.5870714668738697,0.34508912712085676
1607,718,1,29,1,13.0,0.0,18.98,9,619,2,2.483630906783178,0.43740228631266675
1607,718,1,27,1,3.0,0.0,4.74,9,619,0,0.06432516235281119,0.6703560181924584
1640,148,1,5,2,12.0,0.0,36.24,10,33,1,-0.6613093292301959,0.2762539611482209
1640,148,1,28,2,2.0,0.0,4.76,10,33,1,-1.154888556053999,0.11420716886318763
1651,23,1,34,3,12.0,0.0,38.52000000000001,13,730,1,-1.5464193833150193,0.05420877614093699
1651,23,1,37,3,3.0,0.0,4.77,13,730,1,-0.8344271993786109,-0.5599287780777341
1651,23,1,22,0,9.0,0.0,8.91,13,730,2,2.075574728222521,1.6870082804458595
1651,23,1,43,3,9.0,0.0,30.87,13,730,1,-1.812137115224664,0.12002347877006236
1673,1319,1,28,2,5.0,0.0,9.3,1,636,0,-0.024917310894686545,-0.08195132413257938
2,909,1,6,2,5.0,0.0,9.3,6,851,1,-1.021274574263299,-0.08371128388488222
2,909,1,3,0,5.0,0.0,21.6,6,851,1,-1.970214754444798,0.2934782740886979
13,484,1,37,3,3.0,0.0,11.01,5,360,1,-2.03591714868385,0.22777587984964603
13,484,1,44,3,1.0,0.0,0.9899999999999984,5,360,0,-0.38407128589687495,-0.772637733673538
57,155,1,28,2,15.0,0.0,27.0,0,393,0,0.4925389201077833,-0.2275599622076494
57,155,1,29,1,9.0,0.0,4.949999999999999,0,393,2,2.0830135781912253,0.3683173922594838
57,155,1,25,2,13.0,0.0,41.73,0,393,1,-0.6044688195419297,-0.3299703982410529
68,290,1,25,2,4.0,0.0,4.960000000000001,8,368,0,0.7927303891987829,-0.9219657967329595
68,290,1,15,1,7.0,0.0,21.77,8,368,1,-1.6513759378312396,0.28078465616348686
90,1474,1,5,2,3.0,0.0,4.74,14,7,1,-1.605244469535735,0.3269161244589914
113,311,1,11,2,11.0,0.0,13.2,0,256,2,2.338359193878329,-0.039401861130952495
113,311,1,15,1,3.0,0.0,2.789999999999999,0,256,2,1.5105639943424656,-0.20413219158927637
113,311,1,21,1,5.0,0.0,4.300000000000001,0,256,1,-0.3153233170139126,0.6222399733645044
113,311,1,37,3,14.0,0.0,24.5,0,256,0,0.33840532265214823,-1.3762908632795945
113,311,1,32,2,15.0,0.0,8.85,0,256,2,2.24877979546061,0.2025511749900989
168,1519,1,3,0,2.0,0.0,4.539999999999999,11,616,0,1.4659427577187163,-0.5802858627517954
168,1519,1,34,3,6.0,0.0,5.76,11,616,1,-2.005162836486847,0.25853019204664907
168,1519,1,25,2,2.0,0.0,1.1000000000000014,11,616,0,0.5850264734789393,-0.7981372779140332
168,1519,1,38,2,7.0,0.0,12.25,11,616,1,-1.8247184247598016,0.1074421692349247
190,562,1,28,2,2.0,0.0,1.1000000000000014,1,607,0,0.5274870021498321,-0.19261188016560057
190,562,1,8,0,8.0,0.0,9.84,1,607,0,-0.07605381906615151,0.19844460223472563
190,562,1,21,1,8.0,0.0,12.72,1,607,2,2.9280582019679655,1.2133620160362246
190,562,1,23,2,12.0,0.0,37.44,1,607,0,-0.13652655664909552,-0.8566254389645286
190,562,1,32,2,4.0,0.0,8.52,1,607,1,-0.25859511571571997,0.34743574012392703
201,46,1,29,1,6.0,0.0,13.86,11,404,2,2.7472517537703003,0.3694906987610192
201,46,1,8,0,9.0,0.0,11.97,11,404,1,-0.6438352882091715,0.2937280021692453
201,46,1,27,1,11.0,0.0,10.23,11,404,0,0.40343386655075836,0.6779322878516358
212,1256,1,38,2,15.0,0.0,7.05,2,623,1,-1.6198103556033219,-0.01918219614736559
246,745,1,36,2,2.0,0.0,6.46,14,34,0,0.012239964459958808,-0.3763264833167041
246,745,1,8,0,8.0,0.0,12.72,14,34,0,-0.13476659689679352,0.13973182440408358
290,130,1,15,1,9.0,0.0,14.49,14,121,1,-1.6583655542396492,0.27379503975507713
290,130,1,11,2,3.0,0.0,7.02,14,121,0,0.509201691097893,0.12063524332123045
301,112,1,4,0,10.0,0.0,5.8,12,738,1,-0.16515887262317627,1.103936852294011
312,814,1,21,1,11.0,0.0,40.370000000000005,10,815,0,0.14820055925372835,0.7542314150933757
312,814,1,5,2,9.0,0.0,15.39,10,815,2,1.002780917921696,0.28268203560626376
368,163,1,7,1,9.0,0.0,20.79,5,724,2,1.9883168315074728,1.2682179491920413
368,163,1,40,1,13.0,0.0,26.65,5,724,2,1.4150559776277982,1.0264895298511365
368,163,1,0,3,13.0,0.0,20.67,5,724,0,-0.11986378565898576,-0.5084302334356486
379,952,1,17,0,14.0,0.0,23.24,0,308,1,-1.6318050118876921,0.30035558210703417
390,764,1,9,3,2.0,0.0,1.7200000000000006,8,333,0,-0.20385149094997654,-0.26088550418786954
401,1339,1,28,2,10.0,0.0,5.5,4,367,1,-0.5982904731644345,0.0077403826752123145
401,1339,1,45,3,7.0,0.0,12.6,4,367,0,1.47572822069049,-0.5705003997800216
401,1339,1,12,3,14.0,0.0,28.7,4,367,0,1.3423388556799374,-1.0354221993293444
401,1339,1,44,3,12.0,0.0,7.68,4,367,0,0.4383568372924079,-1.2763393486393348
401,1339,1,30,2,10.0,0.0,9.3,4,367,2,1.6670190935007707,0.2838553421077987
423,1064,1,45,3,9.0,0.0,11.79,14,289,0,-0.37940317119113526,-0.10490474989025833
423,1064,1,0,3,9.0,0.0,14.31,14,289,0,1.0255969239889013,-1.0206316964816107
423,1064,1,10,2,4.0,0.0,8.2,14,289,0,-0.24299334283707125,-0.3000273560749643
423,1064,1,7,1,15.0,0.0,24.6,14,289,2,1.08223792819742,1.0252039149595278
423,1064,1,43,3,13.0,0.0,24.18,14,289,1,-1.6156165857582758,-0.014988426302319646
434,1087,1,9,3,13.0,0.0,30.55,1,582,0,0.08143716690321536,-0.3071292808734475
434,1087,1,19,0,2.0,0.0,6.22,1,582,1,-1.1157467041669045,0.15334902075028234
434,1087,1,5,2,7.0,0.0,22.61,1,582,2,1.6502440141205874,0.2670802627276154
446,118,1,29,1,3.0,0.0,3.6899999999999995,12,654,2,2.483630906783178,0.43740228631266675
457,1061,1,45,3,1.0,0.0,3.460000000000001,10,198,0,-0.3989740971346825,-0.1244756758338056
457,1061,1,31,0,10.0,0.0,29.3,10,198,2,2.2679014878438633,1.547802605528432
457,1061,1,24,2,11.0,0.0,33.22,10,198,2,1.2200456798331658,0.8314792320565038
468,787,1,40,1,4.0,0.0,7.4399999999999995,4,572,1,-1.4235144429170812,0.5086461510776454
468,787,1,45,3,4.0,0.0,5.64,4,572,0,0.7114262220810822,-0.3402050947731201
468,787,1,27,1,11.0,0.0,18.81,4,572,1,-0.7019614127890462,0.5671343121281407
468,787,1,15,1,9.0,0.0,4.41,4,572,2,2.202061673914338,-0.1756993810949431
479,399,1,15,1,6.0,0.0,5.94,10,176,0,0.0701414722596862,0.01310745902179342
479,399,1,37,3,8.0,0.0,12.64,10,176,1,-0.8491053938362713,-0.5746069725353946
490,210,1,10,2,9.0,0.0,17.46,11,557,1,-0.49193599536653243,-0.21743757406565556
490,210,1,21,1,2.0,0.0,1.1000000000000014,11,557,1,-1.454268755114084,0.4778918388806424
501,305,1,37,3,10.0,0.0,16.6,14,105,0,0.7342422281482881,-1.6435188268609944
501,305,1,43,3,9.0,0.0,21.06,14,105,0,0.01945419764851571,-1.032177119205687
501,305,1,4,0,7.0,0.0,8.61,14,105,2,1.2449836821232938,1.519482103424172
501,305,1,29,1,5.0,0.0,2.8000000000000007,14,105,2,1.6921817125710459,0.30901796117807395
512,779,1,12,3,13.0,0.0,30.55,4,275,0,-0.10728247612384821,-0.49584892390051116
512,779,1,6,2,8.0,0.0,10.48,4,275,0,1.1038806277630906,-0.9423479927074213
512,779,1,36,2,1.0,0.0,1.2699999999999996,4,275,0,1.0108064211411674,-0.7038897647905749
523,810,1,1,0,12.0,0.0,23.88,2,755,0,0.7276146482104985,-0.6555491031824741
523,810,1,42,3,1.0,0.0,0.5899999999999999,2,755,1,-1.093379931659993,0.17571579325719358
523,810,1,29,1,14.0,0.0,43.54,2,755,0,0.46155999113063306,0.4045259778927405
523,810,1,45,3,2.0,0.0,1.92,2,755,1,-0.895461478911923,0.04210181146649362
545,406,1,34,3,7.0,0.0,7.84,7,196,1,-1.3310268895459252,-0.06193116462873858
545,406,1,27,1,3.0,0.0,10.38,7,196,1,-1.1228486289653876,0.4777795304905689
545,406,1,29,1,9.0,0.0,36.63,7,196,0,0.7105026436600941,0.32193619588343164
545,406,1,23,2,1.0,0.0,2.129999999999999,7,196,0,0.2495248858752706,-1.1336388655177023
601,1437,1,30,2,7.0,0.0,7.069999999999999,0,674,2,2.385776277065441,0.3395476565949301
601,1437,1,42,3,1.0,0.0,4.74,0,674,0,1.188929331165543,-0.19423442022742932
601,1437,1,6,2,6.0,0.0,11.94,0,674,1,-1.021274574263299,-0.08371128388488222
601,1437,1,0,3,11.0,0.0,13.53,0,674,1,-1.2946808842221942,-0.025585159305007654
612,178,1,27,1,11.0,0.0,18.59,12,385,1,-1.480829297466041,0.45133129652868526
612,178,1,40,1,14.0,0.0,43.54,12,385,2,0.9536289862826804,0.8965949730447883
612,178,1,6,2,8.0,0.0,24.96,12,385,1,-1.0317589988759135,-0.09419570849749692
612,178,1,25,2,3.0,0.0,4.469999999999999,12,385,0,0.7927303891987829,-0.9219657967329595
612,178,1,0,3,6.0,0.0,6.24,12,385,1,-1.7688014934925236,0.16335910050220276
645,1353,1,0,3,5.0,0.0,15.6,6,784,0,-0.35482720537162743,-0.4118612186095205
645,1353,1,24,2,1.0,0.0,3.2299999999999986,6,784,2,1.3395681204169727,0.9510016726403109
645,1353,1,13,1,10.0,0.0,22.1,6,784,1,-1.098971624786721,0.1701241001304658
645,1353,1,17,0,12.0,0.0,19.08,6,784,1,-1.6248153954792823,0.30734519851544406
645,1353,1,29,1,1.0,0.0,1.0399999999999991,6,784,1,-0.886487285971064,0.3826084389461228
656,1327,1,46,0,13.0,0.0,21.32,5,426,0,1.1136660907348643,-0.9325625297356477
656,1327,1,0,3,4.0,0.0,12.08,5,426,0,0.32699731961854533,-0.7246339972356572
656,1327,1,12,3,8.0,0.0,27.68,5,426,0,-0.3268687397379884,-0.38390275297588144
656,1327,1,21,1,11.0,0.0,21.89,5,426,0,0.10626286080326988,0.7122937166429172
656,1327,1,43,3,2.0,0.0,2.539999999999999,5,426,0,-0.12953694024068574,-0.8496358225561188
679,98,1,27,1,5.0,0.0,6.55,1,270,1,-0.3817246728938053,0.5558386174846116
723,168,1,11,2,12.0,0.0,38.75999999999999,10,17,2,1.7286400262848503,0.013943840353108394
761,370,1,5,2,1.0,0.0,4.879999999999999,12,648,1,-1.2633399187744239,0.3372882406815327
761,370,1,44,3,15.0,0.0,14.4,12,648,1,-0.7903926160056294,-0.5158941947047527
761,370,1,12,3,11.0,0.0,11.44,12,648,1,-1.5128692245546522,0.08775893490130407
763,69,1,37,3,5.0,0.0,4.449999999999999,6,504,0,-0.04974300479474096,-1.1013743216489438
763,69,1,13,1,9.0,0.0,8.64,6,504,1,-0.8325549312362351,0.1050083591421815
763,69,1,12,3,4.0,0.0,12.08,6,504,1,-1.7576181072390678,0.1745424867556585
763,69,1,43,3,8.0,0.0,8.56,6,504,0,-0.17147463869114435,-0.8915735210065774
764,525,1,15,1,3.0,0.0,2.880000000000001,11,335,0,0.9728378757556075,-0.07879344109859461
764,525,1,44,3,2.0,0.0,1.2200000000000006,11,335,0,0.8495708988870493,-1.528190156122233
764,525,1,29,1,11.0,0.0,6.38,11,335,0,0.09029905145400093,0.3647974727548781
764,525,1,45,3,3.0,0.0,4.23,11,335,0,0.15063436934647206,-0.2379320784301907
764,525,1,30,2,6.0,0.0,12.72,11,335,2,1.0167601507385156,0.2966612684230832
765,667,1,37,3,9.0,0.0,9.09,7,291,1,-1.4400649055171173,-0.17096918059993088
765,667,1,40,1,5.0,0.0,8.75,7,291,1,-0.6404527883950403,0.6286429365221466
765,667,1,20,0,9.0,0.0,7.74,7,291,0,-0.3716022847518109,-0.428636297989704
765,667,1,27,1,11.0,0.0,15.18,7,291,0,0.02658123374739856,0.6326120895870457
766,113,1,5,2,8.0,0.0,9.6,8,419,2,1.2726924196763862,0.22106110282218447
766,113,1,10,2,9.0,0.0,4.140000000000001,8,419,1,-1.4877066054843773,0.11292155397157909
766,113,1,27,1,1.0,0.0,1.2699999999999996,8,419,2,1.9108443977641976,0.8592130809099963
767,555,1,25,2,3.0,0.0,3.6899999999999995,7,190,1,-1.0806863137347817,-0.1431230233563652
767,555,1,45,3,2.0,0.0,4.24,7,190,0,-0.3989740971346825,-0.1244756758338056
767,555,1,13,1,10.0,0.0,14.6,7,190,0,0.5344766185582418,-0.18562226375719082
767,555,1,21,1,7.0,0.0,25.69,7,190,2,1.2200456798331658,0.8314792320565038
769,1313,1,45,3,7.0,0.0,6.93,6,819,0,1.2470554557454174,-0.4676407301863246
770,747,1,28,2,9.0,0.0,13.14,11,819,1,-1.405928093505983,0.1947000659499734
770,747,1,21,1,10.0,0.0,9.3,11,819,2,2.530935681580217,1.147771930187246
770,747,1,20,0,8.0,0.0,14.0,11,819,0,1.2899167326168641,-1.0878443223924177
775,1418,1,24,2,2.0,0.0,3.379999999999999,4,289,2,2.8371931886586386,1.1224970027268975
775,1418,1,10,2,5.0,0.0,18.35,4,289,0,1.2506625723396958,-0.7955660481308162
775,1418,1,15,1,14.0,0.0,13.86,4,289,0,0.389679250514086,0.00111280273742336
775,1418,1,27,1,8.0,0.0,11.28,4,289,2,2.287697030567558,0.9045332791745864
775,1418,1,29,1,5.0,0.0,9.3,4,289,1,-1.5702963874936862,0.3618642065010402
776,197,1,21,1,13.0,0.0,43.03,0,439,2,2.4470602846793006,1.0638965332863293
776,197,1,19,0,13.0,0.0,20.54,0,439,1,-1.40383120858346,0.1967969508724963
